726200000000,-0.02346,0.03029,0.20259
726266000000,0.02039,0.06877,0.29013
726334000000,0.04174,0.09436,0.38972
726400000000,0.05871,0.12063,0.48484
726466000000,0.07404,0.13542,0.57239
726534000000,0.08525,0.14648,0.66091
726600000000,0.09428,0.15529,0.74582
726666000000,0.11429,0.16781,0.82887
726734000000,0.13521,0.18120,0.91674
726800000000,0.15737,0.19413,0.99549
726866000000,0.17783,0.20777,1.06506
726934000000,0.20027,0.22403,1.12464
727000000000,0.21523,0.23852,1.17911
727066000000,0.22731,0.25265,1.23320
727136000000,0.24340,0.27040,1.28650
727200000000,0.25772,0.28774,1.33109
727266000000,0.26827,0.30337,1.37477
727334000000,0.27891,0.32052,1.42183
727400000000,0.28901,0.33887,1.46993
727468000000,0.29601,0.35732,1.51536
727534000000,0.29873,0.37368,1.54924
727600000000,0.29867,0.38879,1.56944
727666000000,0.29276,0.40431,1.59153
727734000000,0.28639,0.42115,1.61840
727800000000,0.27996,0.43692,1.64232
727866000000,0.27298,0.45202,1.66170
727934000000,0.26729,0.46747,1.68493
728000000000,0.26064,0.48345,1.71100
728066000000,0.24997,0.49885,1.73098
728134000000,0.23457,0.51333,1.74288
728200000000,0.21622,0.52663,1.75063
728266000000,0.19225,0.53875,1.75640
728334000000,0.16091,0.55065,1.75817
728400000000,0.12435,0.56131,1.75585
728466000000,0.08243,0.57085,1.75061
728536000000,0.03163,0.58034,1.74107
728600000000,-0.01996,0.58763,1.72661
728666000000,-0.07806,0.59423,1.70604
728734000000,-0.14151,0.60205,1.68297
728800000000,-0.20266,0.60983,1.66014
728866000000,-0.26350,0.61677,1.63541
728934000000,-0.32652,0.62316,1.60666
729000000000,-0.38723,0.62873,1.57635
729066000000,-0.44695,0.63355,1.54355
729134000000,-0.50796,0.63800,1.50650
729200000000,-0.56623,0.64161,1.46721
729266000000,-0.62413,0.64466,1.42522
729336000000,-0.68421,0.64893,1.38894
729400000000,-0.73672,0.65559,1.37370
729466000000,-0.78819,0.66531,1.37595
729534000000,-0.83632,0.67663,1.38748
729600000000,-0.88024,0.68719,1.39803
729666000000,-0.92450,0.69627,1.40197
729736000000,-0.97061,0.70497,1.40126
729800000000,-1.01107,0.71261,1.39807
729866000000,-1.05144,0.71993,1.39179
729934000000,-1.09205,0.72670,1.38136
730000000000,-1.13020,0.73158,1.36810
730066000000,-1.16760,0.73861,1.35254
730134000000,-1.20504,0.75135,1.33299
730200000000,-1.24019,0.77000,1.31057
730266000000,-1.27421,0.79450,1.28530
730334000000,-1.30802,0.82201,1.25628
730400000000,-1.33954,0.84825,1.22496
730466000000,-1.36946,0.87441,1.19065
730536000000,-1.39965,0.90251,1.15052
730600000000,-1.42655,0.92798,1.11051
730666000000,-1.45379,0.95358,1.06605
730734000000,-1.48004,0.97879,1.01654
730802000000,-1.50501,1.00325,0.96328
730866000000,-1.52743,1.02573,0.90986
730934000000,-1.55058,1.04852,0.84986
731002000000,-1.57385,1.07241,0.79482
731066000000,-1.59478,1.09722,0.76045
731136000000,-1.61573,1.12653,0.74313
731200000000,-1.63103,1.15484,0.74120
731266000000,-1.64223,1.18481,0.74646
731334000000,-1.65389,1.21458,0.74982
731400000000,-1.66898,1.24132,0.74197
731466000000,-1.68855,1.26690,0.72602
731534000000,-1.71307,1.29237,0.70253
731600000000,-1.73892,1.31713,0.67889
731666000000,-1.76533,1.34197,0.65609
731736000000,-1.79342,1.36775,0.63003
731800000000,-1.81941,1.39057,0.60248
731870000000,-1.84757,1.41461,0.56895
731934000000,-1.87231,1.43638,0.53741
732000000000,-1.89695,1.46012,0.51261
732066000000,-1.92426,1.48402,0.49309
732152000000,-1.96727,1.51457,0.46932
732216000000,-2.00531,1.53843,0.45629
732274000000,-2.04387,1.56038,0.44889
732342000000,-2.09469,1.58313,0.44528
732408000000,-2.15152,1.60103,0.45349
732482000000,-2.22499,1.61523,0.48448
732558000000,-2.31037,1.62105,0.54059
732636000000,-2.40495,1.61479,0.62211
732720000000,-2.51090,1.59280,0.71994
732794000000,-2.61076,1.56437,0.79820
732878000000,-2.73067,1.52193,0.87258
732974000000,-2.87146,1.46387,0.95812
733058000000,-2.99516,1.41013,1.03198
733132000000,-3.10435,1.36026,1.09307
733214000000,-3.22374,1.30557,1.15605
733308000000,-3.35840,1.24308,1.22310
733384000000,-3.46485,1.19206,1.27283
733468000000,-3.58034,1.13641,1.32402
733556000000,-3.69898,1.08785,1.37259
733656000000,-3.83100,1.04589,1.42057
733760000000,-3.96512,1.01660,1.46154
733842000000,-4.06835,1.00529,1.48666
733940000000,-4.18841,1.00426,1.50887
734042000000,-4.30992,1.01972,1.52331
734140000000,-4.42420,1.04137,1.53025
734270000000,-4.57103,1.07354,1.52955
734366000000,-4.67708,1.09753,1.51953
734464000000,-4.78138,1.12183,1.50093
734538000000,-4.85567,1.13935,1.48001
734642000000,-4.95842,1.16468,1.44539
734758000000,-5.06921,1.19252,1.39712
